CaseID,State,City,Address,Latitude,Longitude,Reported Date, Reported Time (military), Reported Time
267,WA,Burien,224 SW 152ND ST,47.467069,-122.3368697,7/7/2017,10:11,10:11 AM
268,WA,Burien,233 SW 154TH ST,47.4648089,-122.3381128,7/25/2017,20:26,8:26 PM
269,WA,Burien,235 SW 153RD ST,47.4656816,-122.3379293,10/17/2017,0:31,12:31 AM
270,WA,Burien,236 SW 152ND ST,47.4678041,-122.3381837,1/20/2017,12:50,12:50 PM
271,WA,Burien,236 SW 152ND ST,47.4678041,-122.3381837,1/30/2017,16:34,4:34 PM
272,WA,Burien,236 SW 152ND ST,47.4678041,-122.3381837,6/23/2017,1:55,1:55 AM
273,WA,Burien,237 SW 152ND ST,47.4666064,-122.3380467,5/12/2017,22:09,10:09 PM
274,WA,Burien,241 SW 152ND ST,47.4665979,-122.3382856,1/10/2017,19:14,7:14 PM
275,WA,Burien,250 SW 152ND ST,47.4677634,-122.3388563,1/17/2017,9:46,9:46 AM
276,WA,Burien,250 SW 152ND ST,47.4677634,-122.3388563,5/6/2017,9:54,9:54 AM
277,WA,Burien,250 SW 152ND ST,47.4677634,-122.3388563,6/14/2017,12:38,12:38 PM
278,WA,Burien,250 SW 152ND ST,47.4677634,-122.3388563,7/16/2017,16:51,4:51 PM
279,WA,Burien,255 SW 154TH ST,47.4648021,-122.3388361,5/25/2017,2:34,2:34 AM
280,WA,Burien,266 SW 153RD ST,47.4662036,-122.3388284,2/4/2017,13:24,1:24 PM
281,WA,Burien,300 SW 155TH ST,47.4644285,-122.3377522,9/3/2017,14:08,2:08 PM
282,WA,Burien,303 SW 148TH ST,47.4701706,-122.3385913,1/2/2017,22:20,10:20 PM
283,WA,Burien,303 SW 148TH ST,47.4701706,-122.3385913,1/31/2017,18:46,6:46 PM
284,WA,Burien,303 SW 148TH ST,47.4701706,-122.3385913,3/1/2017,2:01,2:01 AM
285,WA,Burien,303 SW 148TH ST,47.4701706,-122.3385913,3/31/2017,1:36,1:36 AM
286,WA,Burien,303 SW 148TH ST,47.4701706,-122.3385913,8/27/2017,22:43,10:43 PM
287,WA,Burien,303 SW 148TH ST,47.4701706,-122.3385913,10/1/2017,21:13,9:13 PM
288,WA,Burien,3567 SW 172ND ST,47.46902441,-122.3631671,7/3/2017,22:36,10:36 PM
289,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,1/12/2017,18:40,6:40 PM
290,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,1/19/2017,15:11,3:11 PM
291,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,1/25/2017,16:37,4:37 PM
292,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,3/2/2017,11:23,11:23 AM
293,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,3/28/2017,14:48,2:48 PM
294,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,3/30/2017,11:13,11:13 AM
295,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,3/30/2017,11:19,11:19 AM
296,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,3/31/2017,0:51,12:51 AM
297,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,4/4/2017,13:05,1:05 PM
298,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,4/10/2017,8:38,8:38 AM
299,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,4/27/2017,12:51,12:51 PM
300,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,5/18/2017,13:08,1:08 PM
301,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,5/25/2017,16:45,4:45 PM
302,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,6/18/2017,14:26,2:26 PM
303,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,6/18/2017,13:33,1:33 PM
304,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,6/20/2017,17:36,5:36 PM
305,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,7/11/2017,13:54,1:54 PM
306,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,7/16/2017,16:59,4:59 PM
307,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,8/4/2017,8:14,8:14 AM
308,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,8/5/2017,16:46,4:46 PM
309,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,8/7/2017,12:23,12:23 PM
310,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,9/14/2017,15:34,3:34 PM
311,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,9/18/2017,22:09,10:09 PM
312,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,9/26/2017,19:59,7:59 PM
313,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,12/17/2017,13:11,1:11 PM
314,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,12/20/2017,17:48,5:48 PM
315,WA,Burien,400 SW 152ND ST,47.4671491,-122.3396097,12/31/2017,9:53,9:53 AM
316,WA,Burien,415 SW 153RD ST,47.4656856,-122.3399171,12/17/2017,20:14,8:14 PM
317,WA,Burien,420 SW 154TH ST,47.4654061,-122.3401716,7/3/2017,23:41,11:41 PM
318,WA,Burien,421 SW 146TH ST,47.4719068,-122.3398532,5/16/2017,19:25,7:25 PM
319,WA,Burien,421 SW 146TH ST,47.4719068,-122.3398532,7/23/2017,20:22,8:22 PM
320,WA,Burien,423 SW 152ND ST,47.4666592,-122.3402212,1/17/2017,6:03,6:03 AM
321,WA,Burien,423 SW 156TH ST ,47.4630822,-122.3402888,12/4/2017,21:07,9:07 PM
322,WA,Burien,430 SW 154TH ST,47.4653476,-122.3407713,5/31/2017,13:59,1:59 PM
323,WA,Burien,435 SW 154TH ST,47.4647867,-122.3406482,9/4/2017,4:13,4:13 AM
324,WA,Burien,440 SW 155TH ST ,47.4644631,-122.3409013,4/5/2017,21:01,9:01 PM
325,WA,Burien,441 SW 152ND ST,47.4666338,-122.3408697,1/27/2017,16:22,4:22 PM
326,WA,Burien,441 SW 152ND ST,47.4666338,-122.3408697,2/7/2017,17:26,5:26 PM
327,WA,Burien,447 SW 155TH ST ,47.4638881,-122.3413002,11/26/2017,11:07,11:07 AM
328,WA,Burien,447 SW 155TH ST ,47.4638881,-122.3413002,12/1/2017,0:50,12:50 AM
329,WA,Burien,447 SW 155TH ST ,47.4638881,-122.3413002,3/10/2017,8:43,8:43 AM
330,WA,Burien,454 SW 156TH ST,47.4635273,-122.3415867,10/20/2017,1:02,1:02 AM
331,WA,Burien,454 SW 156TH ST ,47.4635273,-122.3415867,7/7/2017,22:48,10:48 PM
332,WA,Burien,454 SW 156TH ST ,47.4635273,-122.3415867,11/22/2017,23:42,11:42 PM
333,WA,Burien,455 SW 156TH ST,47.4626619,-122.3416754,10/6/2017,20:26,8:26 PM
334,WA,Burien,455 SW 156TH ST ,47.4626619,-122.3416754,1/28/2017,19:25,7:25 PM
335,WA,Burien,455 SW 156TH ST ,47.4626619,-122.3416754,8/26/2017,15:19,3:19 PM
336,WA,Burien,500 SW 148TH ST,47.4708711,-122.3399612,5/9/2017,17:46,5:46 PM
337,WA,Burien,500 SW 148TH ST ,47.4708711,-122.3399612,7/11/2017,19:44,7:44 PM
338,WA,Burien,600 SW 153RD ST,47.46902441,-122.3631671,3/15/2017,8:53,8:53 AM
339,WA,Burien,601 SW 149TH ST,47.4693821,-122.3422669,10/27/2017,9:19,9:19 AM
340,WA,Burien,609 SW 150TH ST,47.46816,-122.3423986,7/27/2017,8:47,8:47 AM
341,WA,Burien,609 SW 150TH ST,47.46816,-122.3423986,8/10/2017,13:50,1:50 PM
342,WA,Burien,626 SW 152ND ST,47.4671288,-122.3430724,5/22/2017,9:19,9:19 AM
343,WA,Burien,628 SW 152ND ST,47.46902441,-122.3631671,10/12/2017,13:37,1:37 PM
344,WA,Burien,630 SW 153RD ST,47.4661626,-122.3430578,6/23/2017,16:41,4:41 PM
345,WA,Burien,631 SW 152ND ST,47.4665483,-122.3432337,6/12/2017,13:41,1:41 PM
346,WA,Burien,633 SW 150TH ST,47.4682831,-122.3429705,1/4/2017,18:46,6:46 PM
347,WA,Burien,653 SW 153RD ST,47.4657115,-122.3441243,1/21/2017,22:47,10:47 PM
348,WA,Burien,655 SW 152ND ST,47.4665801,-122.3441174,4/27/2017,16:00,4:00 PM
350,WA,Burien,700 SW 152ND ST,47.46902441,-122.3631671,5/25/2017,20:50,8:50 PM
351,WA,Burien,800 SW 152ND ST,47.4669525,-122.3447729,7/8/2017,13:59,1:59 PM
352,WA,Burien,821 SW 154TH ST ,47.4648294,-122.3455688,2/23/2017,20:25,8:25 PM
353,WA,Burien,821 SW 154TH ST ,47.4648294,-122.3455688,8/2/2017,14:59,2:59 PM
354,WA,Burien,840 SW 154TH ST,47.4652263,-122.3454693,8/2/2017,0:04,12:04 AM
355,WA,Burien,840 SW 154TH ST,47.4652263,-122.3454693,1/29/2017,0:45,12:45 AM
357,WA,Burien,901 SW 148TH ST,47.4702058,-122.346391,11/23/2017,5:58,5:58 AM
358,WA,Burien,901 SW 148TH ST,47.4702058,-122.346391,11/23/2017,7:15,7:15 AM
359,WA,Burien,904 SW 152ND ST ,47.4669595,-122.3460416,3/28/2017,7:45,7:45 AM
360,WA,Burien,929 SW 152ND ST,47.466655,-122.3469551,4/3/2017,21:33,9:33 PM
